Time,X Coordinate,Y Coordinate
2.6226043701171875e-06,191.0800018310547,55.84000015258789
0.5005853176116943,190.9803466796875,55.83711624145508
1.0007355213165283,190.21380615234375,55.81292724609375
1.501302719116211,188.79396057128906,55.76234436035156
2.0018959045410156,186.74240112304688,55.68463897705078
2.5024590492248535,184.0574493408203,55.62348175048828
3.003044843673706,180.92726135253906,55.56766128540039
3.5036380290985107,177.94847106933594,55.53831100463867
4.004222393035889,175.1820068359375,55.52046203613281
4.504813194274902,172.60240173339844,55.510189056396484
5.005397796630859,170.20944213867188,55.5042610168457
5.505989074707031,167.9688262939453,55.50069808959961
6.006569147109985,165.84510803222656,55.49797821044922
6.507162809371948,163.30018615722656,55.49530029296875
7.007746696472168,160.15203857421875,55.49333953857422
7.508317232131958,156.3983917236328,55.49205780029297
8.008909225463867,152.32748413085938,55.49187469482422
8.50950288772583,148.25621032714844,55.492488861083984
9.010089874267578,144.19664001464844,55.493324279785156
9.51067328453064,140.14236450195312,55.49359893798828
10.011261701583862,136.06858825683594,55.493690490722656
10.51174283027649,132.00390625,55.49433135986328
11.012300252914429,127.95722198486328,55.495697021484375
11.512737512588501,124.10568237304688,55.49575424194336
12.013301134109497,120.5348892211914,55.49581527709961
12.513736009597778,117.20298767089844,55.49607849121094
13.014311075210571,114.09624481201172,55.49640655517578
13.514734983444214,111.2982406616211,55.496551513671875
14.015289783477783,109.78389739990234,55.49655532836914
14.51573634147644,109.4281234741211,55.496551513671875
15.016288757324219,108.64871978759766,55.49654006958008
15.516742467880249,107.22291564941406,55.49654006958008
16.01733160018921,105.1572036743164,55.48421859741211
16.517921686172485,102.87964630126953,55.451107025146484
17.018512964248657,100.76448059082031,55.38024139404297
17.51911234855652,98.48857116699219,54.94648361206055
18.019704341888428,95.75875854492188,54.01899337768555
18.520272254943848,93.36734771728516,51.751277923583984
19.020858764648438,92.3953857421875,48.12611389160156
19.52143907546997,92.30123138427734,44.06145095825195
20.022027015686035,92.33061981201172,39.987220764160156
20.522619009017944,92.3519515991211,35.99281311035156
21.02320146560669,92.362060546875,32.245574951171875
21.523738384246826,92.36763763427734,28.76444435119629
22.024298906326294,92.37078857421875,25.525495529174805
22.5247540473938,92.37126922607422,22.50469207763672
23.025339126586914,92.37139129638672,19.68977928161621
23.525736808776855,92.37141418457031,17.07355308532715
24.02629065513611,92.37318420410156,14.636372566223145
24.52673578262329,92.3758544921875,12.369494438171387
25.02729082107544,92.41706085205078,10.243520736694336
25.527735233306885,92.72779083251953,7.840483665466309
26.028290510177612,93.7840347290039,5.059259414672852
26.528734922409058,96.24129486083984,2.793078899383545
27.029306173324585,100.00115966796875,1.9890884160995483
27.529747486114502,104.07282257080078,1.908381462097168
28.03031301498413,108.13253021240234,1.9233825206756592
28.530903100967407,112.20073699951172,1.936873435974121
29.03148365020752,116.266357421875,1.944720983505249
29.532066822052002,120.24819946289062,1.948944330215454
30.032634019851685,123.96648406982422,1.951359510421753
30.533204555511475,127.42098236083984,1.9529041051864624
31.033794403076172,130.64035034179688,1.9540354013442993
31.534379243850708,133.62747192382812,1.9548174142837524
32.034977197647095,135.583740234375,1.9549754858016968
32.5355703830719,136.0340118408203,1.9550063610076904
33.03615856170654,136.03457641601562,1.95500648021698
33.53674840927124,136.03457641601562,1.95500648021698
34.03733444213867,136.03457641601562,1.95500648021698
34.53792643547058,136.03457641601562,1.95500648021698
35.03850865364075,136.03457641601562,1.95500648021698
35.53909945487976,136.03457641601562,1.95500648021698
36.03969883918762,136.03457641601562,1.95500648021698
36.54029369354248,136.03457641601562,1.95500648021698
37.040886640548706,136.03457641601562,1.95500648021698
37.54145431518555,136.03457641601562,1.95500648021698
38.042033672332764,136.03457641601562,1.95500648021698
38.54258751869202,136.03457641601562,1.95500648021698
39.04273772239685,136.03457641601562,1.95500648021698
39.543296098709106,136.03457641601562,1.95500648021698
40.04373836517334,136.03457641601562,1.95500648021698
40.54429292678833,136.03457641601562,1.95500648021698
